name,id
Like Mike Productions,11016.0
Columbia Pictures,5.0
Amblin Entertainment,56.0
Columbia Pictures Corporation,441.0
Parkes+MacDonald Image Nation,49325.0
Warner Bros. Pictures,174.0
Warner Bros. Animation,2785.0
Cartoon Network Studios,7899.0
Fireworks Pictures,3857.0
Momentum Pictures,19578.0
Cheyenne Enterprises,890.0
Discovery Channel Pictures,7492.0
Metro-Goldwyn-Mayer (MGM),8411.0
J&M Entertainment,12474.0
Animal Planet,63105.0
Winchester Films,68063.0
"Best Picture Show Company, The",68064.0
The Zanuck Company,80.0
Spyglass Entertainment,158.0
World 2000 Entertainment,7692.0
Touchstone Pictures,9195.0
Tripod Entertainment,22902.0
DreamWorks SKG,27.0
The Zanuck Company,80.0
Twentieth Century Fox Film Corporation,306.0
Rockwell Eyes,2487.0
Canal+,5358.0
,
Columbia Pictures Corporation,441.0
Morningside Productions,5040.0
New World Pictures,1950.0
British Film-Makers,16211.0
Javelin Films,17339.0
Columbia Pictures Corporation,441.0
Delphi III Productions,3088.0
Pluperfect,16686.0
Columbia Pictures Corporation,441.0
City Film,664.0
Tango Film,11626.0
P & L,15583.0
Valoria Films,72.0
Dimension Films,7405.0
Alicia Produce S L,693.0
StudioCanal,694.0
Televisión Española TVE,6780.0
Canal+ España,9335.0
Sociedad General de Cine (SOGECINE) S.A.,11954.0
Sogepaq,11955.0
Village Roadshow Pictures,79.0
NPV Entertainment,172.0
Centropolis Entertainment,347.0
Electric Entertainment,3241.0
Warner Bros.,6194.0
Paramount Pictures,4.0
Intermedia Films,763.0
National Geographic Society,2471.0
New Regency Pictures,10104.0
Palomar Pictures (II),11371.0
First Light Production,20344.0
Columbia Pictures,5.0
Sony Pictures Entertainment,5752.0
,
Walt Disney Pictures,2.0
Ministry of Propaganda Films,73331.0
Woodland Pictures LLC,73332.0
Highway Films,73333.0
,
IFC Productions,26468.0
InDigEnt (Independent Digital Entertainment),26469.0
Miramax,53009.0
Dolly Hall Productions,86089.0
,
Columbia Pictures Corporation,441.0
Tango Film,11626.0
Gaumont,9.0
Werner Herzog Filmproduktion,843.0
Zweites Deutsches Fernsehen (ZDF),4606.0
Paramount Pictures,4.0
Columbia Pictures,5.0
Twentieth Century Fox Film Corporation,306.0
,
Universalia Film,67065.0
Twentieth Century-Fox Productions,11865.0
Industrie Cinematografiche Italiane,1874.0
Twentieth Century Fox Film Corporation,306.0
Toho Company,882.0
Kurosawa Production Co.,2680.0
Columbia Pictures Corporation,441.0
Rastar Pictures,2070.0
Paramount Pictures,4.0
Columbia Pictures,5.0
Revolution Studios,497.0
Happy Madison Productions,2608.0
"Kennedy/Marshall Company, The",7383.0
Touchstone Pictures,9195.0
Blinding Edge Pictures,12236.0
,
Dimension Films,7405.0
Fox Searchlight Pictures,43.0
Hungry Eye Lowland Pictures B.V.,29602.0
Flan de Coco Films,29603.0
Malpaso Productions,171.0
Warner Bros.,6194.0
Columbia Pictures,5.0
Original Film,333.0
Revolution Studios,497.0
United Artists,60.0
Revolution Films,163.0
The Film Consortium,1218.0
Baby Cow Productions,1219.0
UK Film Council,2452.0
Pathé,7981.0
Film4,9349.0
,
,
,
Rai Cinemafiction,238.0
Hubert Bals Fund,13413.0
Fabrica,54378.0
Fondazione MonteCinemaVerità Locarno,85744.0
Payam Films,95108.0
Sharmshir,95109.0
,
,
SVT Drama,157.0
Easy Film,5402.0
Nordisk Film & TV Fond,5403.0
Roy Andersson Filmproduktion AB,5405.0
Canal+,5358.0
Centre National de la Cinématographie (CNC),18367.0
Ciné B,27196.0
France 2 Cinéma,45970.0
MK2 Productions,9209.0
France 2 Cinéma,15671.0
Cab Producciones,25244.0
Sara Films,876.0
Antenne-2 (A2),45627.0
,
,
TriStar Pictures,559.0
ML Delphi Premier Productions,44425.0
Dorica Film,81809.0
Algonquin,8772.0
,
Imagine Entertainment,23.0
Mikona Productions GmbH & Co. KG,24.0
Universal Pictures,33.0
Shutt/Jones Productions,65082.0
,
Myung Film Company,2479.0
Warner Bros. Pictures,174.0
Focus Features,10146.0
Baltimore Spring Creek Productions,16061.0
Fox Searchlight Pictures,43.0
Catch 23 Entertainment,7053.0
Paramount Pictures,4.0
New Line Cinema,12.0
Niccol Films,27465.0
Miramax Films,14.0
Amen Ra Films,421.0
Catchlight Films,23301.0
Serious Dan,51691.0
Without a Box,51692.0
Crusader Entertainment,2978.0
,
,
,
,
Nelvana,3959.0
,
Metro-Goldwyn-Mayer (MGM),8411.0
Peerford Ltd.,8846.0
Twentieth Century Fox Film Corporation,306.0
Televicine S.A. de C.V.,8165.0
Dialchi Film,16131.0
Lotus Films,16132.0
Warner Bros.,6194.0
Orion Pictures,41.0
AB-PT Pictures Corp.,14046.0
Cinetel Films,10399.0
,
Touchstone Pictures,9195.0
Silver Screen Partners II,10531.0
Twentieth Century Fox Film Corporation,306.0
Twentieth Century Fox Film Corporation,306.0
Columbia Pictures Corporation,441.0
Hammer Film Productions,1314.0
Touchstone Pictures,9195.0
Silver Screen Partners II,10531.0
Twentieth Century Fox Film Corporation,306.0
The Company of Artists,45228.0
Orion Pictures Corporation,14150.0
King-Hitzig Productions,19048.0
Milagro Films,1070.0
Franchise Pictures,1403.0
DoRo Fiction Film,2193.0
Signature Pictures,2982.0
ApolloMedia Distribution,16850.0
"Carousel Picture Company, The",19944.0
Luxembourg Film Fund,46195.0
Filmyard Underwaterdeco,48618.0
Constantin Film,47.0
Bandeira Entertainment,377.0
Intermedia Films,763.0
Key Entertainment,27204.0
IMF Internationale Medien und Film GmbH & Co. Produktions KG,65403.0
Key Entertainment,27204.0
Ramcity Productions,77852.0
,
Films Sonores Tobis,13707.0
Paramount Pictures,4.0
Ruff Nation Films,4456.0
Warner Bros. Pictures,174.0
Epsilon Motion Pictures,1171.0
Franchise Pictures,1403.0
Brad Grey Pictures,10958.0
Sea Breeze Productions Inc.,76490.0
Twentieth Century Fox Film Corporation,306.0
Greenestreet Films,2150.0
Cobalt Media Group,18619.0
Furthur Films,33433.0
Forrest Films,89630.0
,
Mark Films Ltd.,17080.0
Twentieth Century Fox Film Corporation,306.0
Edgewood Productions,5419.0
Lobster Enterprises,17610.0
Sean S. Cunningham Films,17611.0
The Night Co.,17612.0
Sogepaq,11955.0
Las Producciones del Escorpión S.L.,18332.0
,
Metro-Goldwyn-Mayer (MGM),8411.0
Columbia Pictures,5.0
Imagine Entertainment,23.0
Revolution Studios,497.0
TF1 Films Productions,356.0
Current Entertainment,972.0
Canal+,5358.0
EuropaCorp,6896.0
,
,
United Artists,60.0
,
Hollywood Pictures,915.0
Touchwood Pacific Partners 1,8830.0
,
Touchwood Pacific Partners 1,8830.0
Touchstone Pictures,9195.0
Producers Releasing Corporation (PRC),16466.0
Touchstone Pictures,9195.0
Silver Screen Partners IV,10282.0
Touchwood Pacific Partners 1,8830.0
Touchstone Pictures,9195.0
John Frankenheimer Productions Inc.,3811.0
Metro-Goldwyn-Mayer (MGM),8411.0
Castle Hill Productions,6429.0
VTC,20716.0
Blood Relations Co.,15459.0
Touchstone Pictures,9195.0
Harbor Productions,3302.0
New Line Cinema,12.0
,
Paramount Pictures,4.0
Zopix Company,4559.0
Touchstone Pictures,9195.0
Silver Screen Partners IV,10282.0
New Line Cinema,12.0
New Line Cinema,12.0
Murnau-Flaherty Productions,69037.0
Orion Pictures Corporation,14150.0
Warner Bros. Home Entertainment Group,14772.0
Metro-Goldwyn-Mayer (MGM),8411.0
The Rank Organisation,364.0
Ealing Studios,2650.0
Ealing Studios,2650.0
J. Arthur Rank Organisation,14377.0
The Rank Organisation,364.0
Ealing Studios,2650.0
BBC Films,288.0
Society Productions Inc.,4064.0
Wild Street Pictures,4065.0
I.N.C.A.A.,2209.0
Patagonik Film Group,7100.0
Tornasol Films,7680.0
JEMPSA,22133.0
Pol-Ka Producciones,27281.0
Senator Film Produktion,191.0
Fanes Film,330.0
Seven Pictures,1107.0
Typhoon,52109.0
Epsilon Motion Pictures,1171.0
Franchise Pictures,1403.0
Dante Entertainment,2755.0
Chris Lee Productions,20033.0
SuperMega,76491.0
MHF Erste Academy Film GmbH & Co. Produktions KG,76492.0
Fox Searchlight Pictures,43.0
Paramount Pictures,4.0
Miramax Films,14.0
Marty Katz Productions,12552.0
Jaffilms Inc.,14160.0
Dune Films,19477.0
Belhaven Limited,36612.0
Senator Film Produktion,191.0
Propaganda Films,278.0
Colombia Pictures,4154.0
France 2 Cinéma,83.0
Fidélité Productions,147.0
Le Studio Canal+,183.0
Centre National de la Cinématographie,310.0
Gimages 5,818.0
Mars Films,819.0
R%26C Produzioni,4235.0
Les Films Balenciaga,4236.0
Little Bird Films,550.0
Werner Herzog Filmproduktion,843.0
Tatfilm Produktionsges. mbH,1758.0
Roxbury Films,58093.0
Slough Pond,4730.0
double A Films,4731.0
Studio Ghibli,10342.0
,
Touchstone Pictures,9195.0
DreamWorks SKG,27.0
Parkes+MacDonald Image Nation,49325.0
Blue Train Productions,67173.0
,
,
GreeneStreet Films,2152.0
Punch Productions,2154.0
Touchstone Pictures,9195.0
Hyde Park Entertainment,13816.0
Reveal Entertainment,41251.0
Gran Via,41252.0
,
First Look Pictures,13534.0
Starz! Encore Entertainment,36959.0
Canal Plus,104.0
TF1 Films Productions,356.0
Tobis,480.0
Destiny,963.0
EuropaCorp,6896.0
Big Idea Productions,3204.0
Universal Pictures,33.0
Metro-Goldwyn-Mayer (MGM),8411.0
MediaTrade,14582.0
Equinox Entertainment,26882.0
Capri Films,26883.0
,
Miramax Films,14.0
Mirage Enterprises,932.0
X-Filme Creative Pool,1972.0
,
Shoreline Entertainment,1093.0
Fireworks Pictures,3857.0
Gold Circle Films,12026.0
CineSon Entertainment,16647.0
Pfilmco,28761.0
TVA International,35459.0
Section Eight,129.0
Pandora Cinema,185.0
Gaylord Films,5367.0
Warner Bros.,6194.0
H5B5 Media AG,21625.0
Kennedy Miller Productions,2537.0
Toho Company,882.0
Toho Company,882.0
Toho Company,882.0
Jewell Enterprises Inc.,3582.0
Nelson Entertainment,365.0
Alive Productions,4451.0
Black Marble Productions,5386.0
IRE Productions,16644.0
Santa Fe Institute for Regional Education,16645.0
Canon Productions,78455.0
"Samuel Goldwyn Company, The",28205.0
Columbia Pictures,5.0
Nelson Entertainment,365.0
Renn Productions,82.0
Timothy Burrill Productions,8131.0
,
,
Hammer Film Productions,1314.0
Metro-Goldwyn-Mayer (MGM),8411.0
Warner Bros.,6194.0
Demi-Monde Productions,10418.0
B.R.C. Produzione S.r.l.,7855.0
Tecisa,9232.0
Reteitalia,1242.0
Dania Film,1701.0
National Cinematografica,2185.0
Filmes International,14799.0
Paramount Pictures,4.0
,
Paramount Pictures,4.0
60/80 Productions,55870.0
Columbia Pictures Corporation,441.0
Two Cities Films,4006.0
Allied Film Makers,1318.0
Beaver Films,1319.0
Columbia Pictures Corporation,441.0
,
Dimension Films,7405.0
Protozoa Pictures,7503.0
,
Lawrence Bender Productions,2253.0
Kingsgate Films,770.0
Walt Disney Pictures,2.0
Pandora Filmproduktion,254.0
John Wells Productions,1512.0
Gaylord Films,5367.0
Warner Bros.,6194.0
Oleandor Productions,12426.0
Alliance Atlantis Communications,803.0
TiMe Film- und TV-Produktions GmbH,11104.0
Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG,26136.0
Dog Eat Dog Films,26137.0
Iconolatry Productions Inc.,26138.0
Salter Street Films International,26139.0
United Broadcasting Inc.,26140.0
,
Cecchi Gori Group Tiger Cinematografica,371.0
Canal+,5358.0
Alicéléo,8799.0
,
Columbia Pictures,5.0
New Line Cinema,12.0
Ghoulardi Film Company,178.0
France 2 Cinéma,83.0
Les Films Alain Sarde,635.0
StudioCanal,694.0
Vertigo Films,10393.0
Little Bear,16772.0
France 3 Cinema,16804.0
KC Medien,22182.0
Screen Gems,3287.0
SKA Films,13419.0
Codi S.p.a.,57736.0
,
Paramount Pictures,4.0
Spyglass Entertainment,158.0
Touchstone Pictures,9195.0
Film Council,246.0
Alliance Atlantis Communications,803.0
The Film Consortium,1218.0
Focus Films,1268.0
Momentum Films,1269.0
National Lottery,1270.0
Canadian Film or Video Production Tax Credit (CPTC),8582.0
Artists Production Group (APG),18620.0
Fifty First Films,52619.0
DreamWorks SKG,27.0
BenderSpink,6363.0
Parkes+MacDonald Image Nation,49325.0
Sony Pictures Classics,58.0
Propaganda Films,278.0
Good Machine,10565.0
,
The Goatsingers,3918.0
Tag Entertainment,2636.0
Broomstick Entertainment,67871.0
Majestic Film Partners,67872.0
Miramax Films,14.0
Qatsi Productions,4596.0
IRE Productions,16644.0
Santa Fe Institute for Regional Education,16645.0
,
Ministry of Culture of the Russian Federation,48081.0
"Hermitage Bridge Studio, The",70046.0
State Hermitage Museum,84473.0
CJ Entertainment,7036.0
Masulpiri Films,11772.0
,
Touchstone Pictures,9195.0
Bandai Visual,5844.0
Studio Ghibli,10342.0
Shinchosha Company,12521.0
New Line Cinema,12.0
Sean S. Cunningham Films,17611.0
Chartoff-Winkler Productions,12252.0
Carlino Productions,12253.0
Paramount Pictures,4.0
Robert Stigwood Organization (RSO),3978.0
Paramount Pictures,4.0
Hammer Film Productions,1314.0
Terra-Filmkunst,4784.0
Paramount Pictures,4.0
Sandy Howard Productions,5538.0
Astral Bellevue Pathé,10313.0
Triple T Productions,15758.0
Robert Stigwood Organization (RSO),3978.0
EMI Films,8263.0
Butterfly Valley N.Y.,56518.0
Solar Productions,599.0
First Artists,4376.0
Warner Bros.,6194.0
,
Warner Bros.,6194.0
Warner Bros.,6194.0
International Cinema,89143.0
,
Heritage Enterprises Inc.,15672.0
World Amusement Partnership #106,15673.0
Universal Pictures,33.0
Metro-Goldwyn-Mayer (MGM),8411.0
Columbia Pictures Corporation,441.0
Mirage Enterprises,932.0
Universal Pictures,33.0
,
Lisa-Film,10437.0
Derby Cinematografica,19775.0
Bioskop Film,5982.0
Sender Freies Berlin (SFB),7024.0
Cinema 77,1819.0
,
Metro-Goldwyn-Mayer (MGM),8411.0
Miramax Films,14.0
The Cropsy Venture,23094.0
Par-Par Productions,17668.0
Dania Film,1701.0
National Cinematografica,2185.0
Medusa Distribuzione,15868.0
,
,
Take 1 Productions,20997.0
Chosen Film Company,31465.0
Gaumont International,7961.0
Fideline Films,13192.0
Conacite Uno,14188.0
Universal Pictures,33.0
Amblin Entertainment,56.0
,
,
Barclays Mercantile Industrial Finance,553.0
PolyGram Filmed Entertainment,1382.0
Inter Planetary,22527.0
Golden Harvest Company,2521.0
Northshore Investments Ltd.,16379.0
Universal Pictures,33.0
City Film,664.0
Golan-Globus Productions,13549.0
The Cannon Group,16414.0
American Cinema Productions,4112.0
Kings Road Entertainment,4255.0
Twentieth Century Fox Film Corporation,306.0
F.O.D. Productions,16014.0
F.O.D. Productions,16014.0
F.O.D. Productions,16014.0
F.O.D. Productions,16014.0
K-Network,16015.0
,
,
Les Films du Carrosse,53.0
TF1 Films Production,3823.0
Paramount Pictures,4.0
Producers Circle,734.0
Time-Life Television Productions,4245.0
Filmways Pictures,1138.0
Cinema 77,1819.0
Geria Productions,11333.0
Florin,92940.0
Universal Pictures,33.0
New World Pictures,1950.0
The Australian Film Commission,5186.0
R & R Films,8815.0
TF1 Films Productions,356.0
Universal Pictures,33.0
City Film,664.0
New Zealand Film Commission,294.0
A.M.A. Film,17087.0
Pork Pie Productions,94198.0
New Zealand United,94199.0
New Zealand Railways,94200.0
New Zealand Motor Corporation,94201.0
National Film Finance Corporation (NFFC),11493.0
Lake Films,13765.0
Scottish Television (STV),13766.0
Europa Film,1763.0
Sveriges Television (SVT),3221.0
Drakfilm,7968.0
Triangelfilm,17609.0
AB Ri-Film,25967.0
Warner Bros.,6194.0
Orion Pictures Corporation,14150.0
Columbia Pictures Corporation,441.0
Canadian Film Development Corporation (CFDC),4952.0
Famous Players,36555.0
The Birthday Film Company,55005.0
Universal Pictures,33.0
,
Jupiter Film Productions,14314.0
Paramount Pictures,4.0
Barclays Mercantile Industrial Finance,553.0
Red Stripe,56519.0
London-Cannon Films,6231.0
Cine Artist Film GmbH,7358.0
Cine-Source,77468.0
ITC Entertainment,1584.0
Roxy Film,101.0
Bayerischer Rundfunk (BR),7333.0
Rialto Films,8658.0
CIP Filmproduktion GmbH,14309.0
Westdeutscher Rundfunk (WDR),7025.0
Rialto Film,29165.0
Trio Film,33352.0
Warner Bros.,6194.0
The Ladd Company,7965.0
Warner Bros.,6194.0
The Legend Lives Company,56931.0
,
,
Columbia Pictures Corporation,441.0
Navaron Films,20858.0
Paramount Pictures,4.0
Famous Players Ltd,541.0
Canadian Film Development Corporation (CFDC),4952.0
Secret Films,36778.0
The Andre Company,55642.0
Saga Productions Inc.,55643.0
Columbia Pictures,5.0
,
,
Columbia Pictures,5.0
SLM Production Group,396.0
Metro-Goldwyn-Mayer (MGM),8411.0
Hera Productions,16192.0
Almena Films,4804.0
Film Ventures International (FVI),4805.0
Filmirage,6082.0
Montoro Productions Ltd.,11480.0
Fort Films,22592.0
Brouwersgracht Investments,7331.0
Chako Film Company,7332.0
New Line Cinema,12.0
Jensen Farley Pictures,4664.0
Barry & Enright Productions,11616.0
,
,
Village Roadshow Pictures,79.0
NPV Entertainment,172.0
Dark Castle Entertainment,1786.0
Warner Bros.,6194.0
Ghost Ship Films Pty. Ltd.,53238.0
Paramount Pictures,4.0
MTV Films,746.0
Dickhouse Productions,6328.0
Lynch Siderow Productions,90661.0
Roc-a-fella Films,4367.0
Dimension Films,7405.0
Rat Entertainment,12007.0
Loud Films,66002.0
Universal Pictures,33.0
Les Films Alain Sarde,635.0
Thin Man Films,10100.0
,
TLA Releasing,328.0
Miramax Films,14.0
Lions Gate Films,35.0
Ventanarosa Productions,689.0
Handprint Entertainment,690.0
Holedigger Films,2757.0
Roger Dodger LLC,30639.0
Christiano Film Group,5302.0
La Sept-Arte,11332.0
Tanaïs Productions,75482.0
S.M. Films,75483.0
The Associates & Aldrich Company,2595.0
Columbia Pictures Corporation,441.0
Famous Artists Productions,1482.0
Palace Pictures,927.0
Incorporated Television Company (ITC),15980.0
,
Carlyle Productions,799.0
Murder Inc.,22136.0
The Mirisch Corporation,219.0
United Artists,60.0
Pan Arts,8792.0
Columbia Pictures Corporation,441.0
Walt Disney Pictures,2.0
Outlaw Productions,889.0
Boxing Cat Films,12626.0
,
Rai Cinemafiction,238.0
Fabrica,54378.0
Makhmalbaf Productions,54379.0
,
StudioCanal,694.0
Miracle Pictures,2760.0
Palomar Pictures (II),11371.0
Manifest Film Company,20719.0
Epsilon Motion Pictures,1171.0
Quinta Communications,6370.0
Imagine Entertainment,23.0
Mikona Productions GmbH & Co. KG,24.0
,
Clear Blue Sky Productions,7449.0
,
Flatland Pictures,12500.0
Franchise Pictures,1403.0
Screen Gems,3287.0
1492 Pictures,436.0
Heyday films,437.0
Warner Bros.,6194.0
Alliance Atlantis Communications,803.0
Serendipity Point Films,805.0
Ego Film Arts,12800.0
Instituto Mexicano de Cinematografía,299.0
Alameda Films,300.0
Cinecolor-México,301.0
Cinecolor-Argentina,303.0
Artcam y Fonds Sud Cinéma,304.0
Magnolia Pictures,1030.0
,
CJ Entertainment,7036.0
Tube Entertainments,7037.0
CiBy 2000,7832.0
El Deseo S.A.,11736.0
,
Lions Gate Films,35.0
Cinerenta Medienbeteiligungs KG,995.0
Pearl Pictures,996.0
Still Productions,997.0
The Rank Organisation,364.0
The Archers,11382.0
Independent Producers,14029.0
Argosy Pictures,1281.0
Republic Pictures,1432.0
Live Entertainment,285.0
StudioCanal,694.0
PolyGram Filmed Entertainment,1382.0
,
,
Ameran Films,8488.0
,
Cloud Ten Pictures,3226.0
Carousel Picture Company,8900.0
The Noel Gay Motion Picture Company,9110.0
Kismet Entertainment Group,16921.0
The Victor Film Company,46196.0
Luxembourg Film Fund,46197.0
Brut Productions,6318.0
Filmteknik,6180.0
Filmhuset AS,17593.0
Hungarian Filmproduction,36898.0
Paramount Pictures,4.0
,
,
Gaumont,9.0
TF1 Films Production,3823.0
CNC,6962.0
Gaumont,9.0
TF1 Films Production,3823.0
CNC,6962.0
Columbia Pictures Corporation,441.0
Price Entertainment,23808.0
,
TriStar Pictures,559.0
Island World,1595.0
Graduation,46431.0
,
,
Paramount Pictures,4.0
Dino De Laurentiis Company,10308.0
Metro-Goldwyn-Mayer (MGM),8411.0
Jaquet,16778.0
,
AVCO Embassy Pictures,494.0
Essaness Pictures,15099.0
Quest,15100.0
Orion Pictures,41.0
IPC Films,630.0
Warner Bros.,6194.0
New World Pictures,1950.0
AVCO Embassy Pictures,494.0
Canadian Film Development Corporation (CFDC),4952.0
Filmplan,6160.0
Victor Solnicki Productions,6161.0
Warner Bros.,6194.0
Deliverance Productions,11593.0
Twentieth Century Fox Film Corporation,306.0
Union film,22959.0
Sutjeska Film,28713.0
Kinema Sarajevo,44449.0
TV Sarajevo,67032.0
SIZ za kinematografiju SR BiH,75036.0
Warner Bros.,6194.0
Les Films Christian Fechner,461.0
Cinema Group Ventures,11142.0
Phoenix (II),15706.0
Orion Pictures,41.0
S & L Films,78905.0
23 Giugno,6617.0
Paramount Pictures,4.0
Cinema Group Ventures,11142.0
Metro-Goldwyn-Mayer (MGM),8411.0
,
,
Mann/Caan Productions,20042.0
,
Chartoff-Winkler Productions,12252.0
,
,
Eon Productions,7576.0
Universal Pictures,33.0
New Line Cinema,12.0
IFC Productions,26468.0
Miramax Films,14.0
Intermedia Films,763.0
Mirage Enterprises,932.0
Instituto Nacional de Cine y Artes Audiovisuales (INCAA),29837.0
Serene Skylight,30099.0
Ezeiza Films,30100.0
Vía Digital,357.0
Good Machine,10565.0
El Deseo S.A.,11736.0
Antena 3 Televisión,11737.0
Columbia Pictures,5.0
Happy Madison Productions,2608.0
Meatball Animation,51590.0
Paramount Pictures,4.0
Extreme Productions,16849.0
ApolloMedia Distribution,16850.0
Twentieth Century Fox Film Corporation,306.0
Lightstorm Entertainment,574.0
Walt Disney Pictures,2.0
Walt Disney Feature Animation,10217.0
Dimension Films,7405.0
Focus Features,10146.0
Good Machine,10565.0
Radar Pictures,14718.0
Troma Entertainment,3052.0
Claussen + Wöbke Filmproduktion GmbH,161.0
Deutsche Columbia TriStar Filmproduktion,1624.0
,
TriStar Pictures,559.0
CTB Film Company,318.0
Mosfilm,5120.0
Maipo Film- og TV Produksjon,2009.0
Cinemagic Pictures,17794.0
Walt Disney Productions,3166.0
October Films,236.0
Incorporated Television Company (ITC),15980.0
,
Balcor Film Investors,2165.0
,
Centropolis Film Productions,620.0
Hochschule für Fernsehen und Film (HFF),665.0
Solaris Film,1001.0
Maran Film,1627.0
Süddeutscher Rundfunk (SDR),16814.0
Sorcerer Productions,7229.0
Diamond Films,2912.0
Village Roadshow Pictures,79.0
NPV Entertainment,172.0
Warner Bros.,6194.0
Tribeca Productions,11391.0
Baltimore Spring Creek Pictures,14719.0
Face Productions,48638.0
Universal Studios,13.0
Beverly Detroit,267.0
Propaganda Films,278.0
Clinica Estetico,1274.0
Intermedia,8856.0
Good Machine,10565.0
Magnet Productions,23227.0
Dimension Films,7405.0
Blue Tulip Productions,35304.0
,
,
Les Films Alain Sarde,635.0
TF1 Films Production,3823.0
Canal+,5358.0
Little Bear,16772.0
Les Films Number One,4496.0
Janus Film und Fernsehen,4497.0
Opera Film Produzione,1549.0
CineRocket,1605.0
Les Films 13,1742.0
,
,
Nordisk Film,235.0
Svensk Filmindustri (SF),6181.0
Nordisk Tonefilm,8222.0
Papphammar Produktion,10626.0
,
Paramount,6033.0
Lorimar,6848.0
SLM Production Group,396.0
Metro-Goldwyn-Mayer (MGM),8411.0
Universal Pictures,33.0
New Line Cinema,12.0
Masada Productions,10309.0
New World Pictures,1950.0
Bavaria Film,1704.0
Gaumont International,7961.0
Rialto Films,8658.0
Cerito Films,10784.0
The Australian Film Commission,5186.0
Central Motion Pictures,25345.0
Fauna Productions,37434.0
Intercapital,4986.0
Twentieth Century Fox Film Corporation,306.0
,
Katzka,44428.0
Warner Bros.,6194.0
Universal Pictures,33.0
RKO,5902.0
Universal Pictures,33.0
RKO Pictures,4361.0
Efer Productions,42385.0
Gaumont,9.0
Gaumont International,7961.0
Production Marcel Dassault,28766.0
,
EMI Films Ltd.,538.0
Flower Films,2214.0
Metro-Goldwyn-Mayer (MGM),8411.0
Chai Productions,15189.0
CBS Theatrical Films,46410.0
Poncher-Rosen-Beckman Productions,55395.0
Guerilla High Productions,12616.0
Sandcastle 5 Productions,11487.0
Viacom Enterprises,59051.0
P.P. Film Polski,1587.0
Warner Bros.,6194.0
Anit Film,13031.0
,
Fox 2000 Pictures,711.0
Happy Madison Productions,2608.0
Touchstone Pictures,9195.0
Red Om Films,2455.0
Paramount Pictures,4.0
New Line Cinema,12.0
Avery Pix,1565.0
Tesela P.C.,41536.0
CineEvelyn,4626.0
Open City Films,547.0
ContentFilm,1420.0
Telecinco,1182.0
Canal+ España,9335.0
Sociedad General de Cine (SOGECINE) S.A.,11954.0
Gestevisión Telecinco S.A.,23490.0
Tenerife Film Commission,23491.0
Next Wednesday Productions,921.0
Company Pictures,11842.0
WingNut Films,11.0
New Line Cinema,12.0
The Saul Zaentz Company,5237.0
China Film Co-Production Corporation,2269.0
Asian Union Film & Entertainment,30169.0
Huayi Brothers Advertising,37839.0
Beijing Zhongbo-Times Film Planning,94943.0
CMC Xiandai Trade Co.,94944.0
40 Acres & A Mule Filmworks,4319.0
Touchstone Pictures,9195.0
Fox Searchlight Pictures,43.0
Mundy Lane Entertainment,2510.0
Miramax Films,14.0
Initial Entertainment Group (IEG),7380.0
Alberto Grimaldi Productions,7381.0
Village Roadshow Pictures,79.0
Castle Rock Entertainment,97.0
NPV Entertainment,172.0
Fortis Films,4258.0
Paramount Pictures,4.0
Nickelodeon Movies,2348.0
Paramount Animation,24955.0
Paramount Pictures,4.0
Lions Gate Films,35.0
Cruise/Wagner Productions,44.0
Epic Productions,1988.0
Producers Representative Organization,10740.0
Sarliu/Diamant,20397.0
Lightning Pictures,4233.0
Metro-Goldwyn-Mayer (MGM),8411.0
Vestron Pictures,12360.0
Precision Films,49803.0
Mack-Taylor Productions,58287.0
Metro-Goldwyn-Mayer (MGM),8411.0
The Mirisch Corporation,219.0
Metro-Goldwyn-Mayer (MGM),8411.0
Enigma Productions,7049.0
Crown International Pictures,1009.0
United Artists,60.0
Batjac Productions,2532.0
Dear Film Produzione,11929.0
Orion Pictures,41.0
Tristes Tropiques,3002.0
Columbia Pictures,5.0
Imagine Films Entertainment,20743.0
Columbia Pictures,5.0
Imagine Entertainment,23.0
Studio Ghibli,10342.0
Nibariki,12516.0
Tokuma Japan Communications Co. Ltd.,12523.0
United Artists,60.0
Blood Money Partners LP,16004.0
Panoramic Pictures,16005.0
London Film Productions,659.0
Paramount Pictures,4.0
Ponti-De Laurentiis Cinematografica,217.0
,
,
Portreeve,4412.0
U.K. Productions Entity,20657.0
Allied Artists Pictures,4928.0
Los Altos Productions,13751.0
Film Funding Ltd. of Canada,3238.0
Canadian Film Development Corporation (CFDC),4952.0
Vision IV,17468.0
Famous Players,36555.0
August Films,43459.0
Allied Artists Pictures,4928.0
Security Pictures Ltd.,14308.0
France 2 Cinéma,83.0
France 3 Cinéma,591.0
Les Films Alain Sarde,635.0
Arts Council of England,718.0
Why Not Productions,729.0
British Screen Productions,12745.0
Zephyr Films,16923.0
British Sky Broadcasting (BSkyB),52926.0
Edward L. Alperson Productions,21732.0
Terra-Filmkunst GmbH,619.0
S.N. Prodis,1137.0
Dreamz Unlimited,1570.0
Columbia Pictures Corporation,441.0
Rastar Pictures,2070.0
,
Columbia Pictures,5.0
Kemp Company,367.0
Splendid Pictures,368.0
Parkes/MacDonald Productions,11084.0
Miramax Films,14.0
Cecchi Gori Group,5891.0
Buena Vista International,5892.0
Miramax Films,14.0
Producers Circle,734.0
